"","OID_","iso","Language","Family","gFam","Autotyp.area","Region","Number.of.tones","specH.mean"
"3470",1090,"wgi","Wahgi","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",3,0.0169529563714064
"3471",467,"waw","Wai wai","Cariban","Cariban","Amazon ","South America",0,0.0177676056954157
"3472",3314,"knv","Waia","Trans New Guinea","Waia","South New Guinea ","Pacific",0,0.0189312716841492
"3473",1487,"wbk","Waigali","Indo-European","Indo-European","South Asia ","Eurasia",0,0.00676218653302253
"3474",3628,"wlk","Wailaki","Na-Dene","Athapaskan-Eyak-Tlingit","California ","North America",2,0.00820180974864025
"3475",3315,"wlr","Wailapa","Austronesian","Austronesian","Pacific ","Pacific",0,0.0179532961868687
"3476",3316,"wmh","Waima'a","Austronesian","Austronesian","Pacific ","Pacific",0,0.0179713804506604
"3477",4034,"atr","Waimiri-Atroar?","Cariban",NA,"Amazon ","South America",0,0.0190263099592075
"3478",3317,"alo-2","Wakasihu_Sowo Weisiho","Austronesian","Austronesian","Pacific ","Pacific",0,0.018768042964258
"3479",598,"wbl","Wakhi","Indo-European","Indo-European","South Asia ","Eurasia",0,0.00586576261985237
"3480",2455,"wkw-2","Wakka-wakka","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.0112333524153069
"3481",3318,"lgl","Wala","Austronesian","Austronesian","Pacific ","Pacific",0,0.0191850258547009
"3482",3319,"wlw-2","Walak","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",2,0.0177979303535354
"3483",541,"yuf","Walapai","Yuman","Cochimi-Yuman","Western North America ","North America",0,0.0060021121021756
"3484",3926,"wln","Walloon","Indo-European","Indo-European","Europe ","Eurasia",0,0.00703573235722611
"3485",2456,"wmt","Walmatjarri","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00668816386402486
"3486",221,"wmb","Wambaya","Mirndi","Mirndi","Northern Australia ","Australia",0,0.00704150418822844
"3487",1082,"wms","Wambon","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",2,0.0187430518337218
"3488",1415,"wme","Wambule","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",0,0.0132493651773504
"3489",2457,"wmi","Wamin","Pama-Nyungan","Pama-Nyungan","Northern Australia ","Australia",0,0.0117111064726107
"3490",3320,"lbq","Wampar","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.016431737020202
"3491",3321,"waz","Wampur","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.016431737020202
"3492",3865,"nnp","Wancho","Tibeto-Burman","Sino-Tibetan","Southeast Asia ","Eurasia",6,0.0135883932876845
"3493",1288,"wad","Wandamen","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.0192423063752914
"3494",2458,"mpj-4","Wangkajunga","Pama-Nyungan","Pama-Nyungan","Northern Australia ","Australia",0,0.00734979197105672
"3495",2459,"wgg","Wangkangurru","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00511473777816628
"3496",194,"nbx","Wangkumara","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.0057036533010878
"3497",3322,"wno","Wano","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",2,0.0182960252874903
"3498",3323,"lhu-2","Wantoat","Tibeto-Burman",NA,"Southeast Asia ","Eurasia",0,0.0127566820036908
"3499",2056,"wnc","Wantoat","Trans New Guinea",NA,"North New Guinea ","Pacific",0,0.016431737020202
"3500",3324,"wnk","Wanukaka","Austronesian","Austronesian","Pacific ","Pacific",0,0.0183086013636364
"3501",2460,"gbc-2","Wanyi","Wanyi-Garrwa",NA,"Northern Australia ","Australia",0,0.00936992965481741
"3502",2461,"gue-2","Wanyjirra","Pama-Nyungan","Pama-Nyungan","Northern Australia ","Australia",0,0.00662047204234654
"3503",1205,"auc","Waorani","Waorani","Waorani","Amazon ","South America",0,0.0153195992871018
"3504",2057,"wap","Wapishana","Arawak","Arawakan","Amazon ","South America",0,0.0178919068317793
"3505",1206,"wao","Wappo","Wappo-Yukian","Yuki-Wappo","California ","North America",0,0.00812300170066045
"3506",1207,"wba","Warao","Warao","Warao","Amazon ","South America",0,0.0160751698717949
"3507",3325,"war","Waray-Waray","Austronesian","Austronesian","Pacific ","Pacific",0,0.0188384547163947
"3508",230,"wrr","Wardaman","Yangman","Yangmanic","Northern Australia ","Australia",0,0.011602275994561
"3509",111,"gae","Warekana","Arawak","Arawakan","Amazon ","South America",0,0.0184173446736597
"3510",657,"wsa","Warembori","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.0184150213869464
"3511",469,"pav","Wari'","Chapacura","Chapacuran","Amazon ","South America",0,0.0156293154079254
"3512",2058,"wrs","Waris","Trans New Guinea","Border","New Guinea Highlands ","Pacific",0,0.0175709102758353
"3513",3327,"wbe","Waritai","Lakes Plains","Lakes_Plain","New Guinea Highlands ","Pacific",4,0.0177979303535354
"3514",3328,"bgv","Warkai-Bipim","Marind","Anim","South New Guinea ","Pacific",0,0.0189198293822844
"3515",2462,"wrl","Warlmanpa","Pama-Nyungan","Pama-Nyungan","Northern Australia ","Australia",0,0.00873787745687646
"3516",195,"wbp","Warlpiri","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00691806890967366
"3517",196,"wrb","Warluwara","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00637393585994561
"3518",2331,"wrn","Warnang","Kordofanian","Heiban","West Africa ","Africa",3,0.0152365081353924
"3519",133,"wnd","Warndarang","Mara-Warndarang-Alawa","Mangarrayi-Maran","Northern Australia ","Australia",0,0.0135774683457653
"3520",2463,"wbt","Warnman","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.0071650432503885
"3521",1250,"wrp","Waropen","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.0184150213869464
"3522",219,"wrz","Warray","Gunwinyku","Gunwinyguan","Northern Australia ","Australia",0,0.015691807785742
"3523",197,"wgy","Warrgamay","Pama-Nyungan","Pama-Nyungan","Northern Australia ","Australia",0,0.0117184081777389
"3524",2464,"wri","Warriyangga","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.0053387345963481
"3525",198,"xxx-31","Warrnambool","Pama-Nyungan",NA,"Australia ","Australia",0,0.0080868630499223
"3526",2465,"wrg","Warrungu","Pama-Nyungan","Pama-Nyungan","Northern Australia ","Australia",0,0.0123180873482906
"3527",144,"wwr","Warrwa","Nyulnyul","Nyulnyulan","Northern Australia ","Australia",0,0.0139879753331391
"3528",3329,"wru","Waru","Austronesian","Austronesian","Pacific ","Pacific",0,0.0184522470143745
"3529",1437,"wrm","Warumungu","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00711005820707071
"3530",963,"kmo","Washkuk","Sepik","Sepik","North New Guinea ","Pacific",0,0.0174953291414141
"3531",1208,"was","Washo","Washo","Washo","Western North America ","North America",0,0.00662555672610723
"3532",1128,"wsk","Waskia","Trans New Guinea","Nuclear_Trans_New_Guinea","North New Guinea ","Pacific",0,0.0179719082012432
"3533",660,"wax","Watam","Lower Sepik-Ramu","Lower_Sepik-Ramu","North New Guinea ","Pacific",0,0.0173973739607615
"3534",199,"xxx-32","Wathawurrung","Pama-Nyungan",NA,"Australia ","Australia",0,0.00805210993240093
"3535",200,"wbv","Watjarri","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00665454435003885
"3536",3330,"wah","Watubela","Austronesian","Austronesian","Pacific ","Pacific",0,0.0190695738811189
"3537",3331,"mpl","Watut_Middle","Austronesian","Austronesian","New Guinea Highlands ","Pacific",0,0.016431737020202
"3538",3332,"una","Watut_North","Austronesian","Austronesian","New Guinea Highlands ","Pacific",0,0.016431737020202
"3539",3333,"mcy","Watut_South","Austronesian","Austronesian","New Guinea Highlands ","Pacific",0,0.0174866709770785
"3540",485,"noa","Waunana","Chocoan","Chocoan","Andes ","South America",0,0.0160433382148407
"3541",4035,"wau","Waurﬂ","Arawak",NA,"Amazon ","South America",0,0.0147937007618493
"3542",3334,"wow","Wawonii","Austronesian","Austronesian","Pacific ","Pacific",0,0.0187651669172494
"3543",4036,"oym","Wayampi_Alto Jar?","Tupi",NA,"Amazon ","South America",0,0.017641327496115
"3544",4037,"oym-2","Wayampi_Ampari","Tupi","Tupian","Amazon ","South America",0,0.0166418536266511
"3545",4038,"way","Wayana","Cariban","Cariban","Amazon ","South America",0,0.0174214727253302
"3546",4039,"wyr","Wayor?","Tupi",NA,"Amazon ","South America",0,0.0149232652614608
"3547",3630,"guc-2","Wayuu","Arawak","Arawakan","Amazon ","South America",0,0.0172826348776224
"3548",3412,"weh","Weh","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",3,0.0174789068939394
"3549",4129,"hmd","Weining","Hmong-Mien","Hmong-Mien","Southeast Asia ","Eurasia",7,0.0106991477968143
"3550",3335,"tad-3","Weirate","Lakes Plains","Lakes_Plain","North New Guinea ","Pacific",4,0.0182960252874903
"3551",558,"cym","Welsh","Indo-European","Indo-European","Europe ","Eurasia",0,0.00731829428146853
"3552",201,"xxx-33","Wembawemba","Pama-Nyungan",NA,"Australia ","Australia",0,0.00659955307226107
"3553",2501,"wuu-3","Wenzhou","Tibeto-Burman","Sino-Tibetan","Southeast Asia ","Eurasia",5,0.0136696709586247
"3554",3336,"wer","Weri","Trans New Guinea","Goilalan","South New Guinea ","Pacific",0,0.0174866709770785
"3555",2466,"xxx-85","Werrgaia_Djadjala","Pama-Nyungan",NA,"Australia ","Australia",0,0.00659955307226107
"3556",2467,"xxx-86","Western Desert _Ooldea","Pama-Nyungan",NA,"Australia ","Australia",0,0.00661196228224553
"3557",3339,"lex-2","Wetan","Austronesian","Austronesian","Pacific ","Pacific",0,0.0182318798659674
"3558",3340,"wew","Weyewa","Austronesian","Austronesian","Pacific ","Pacific",0,0.0183086013636364
"3559",3432,"mww","White_Hmong","Hmong-Mien","Hmong-Mien","Southeast Asia ","Eurasia",7,0.0106991477968143
"3560",3867,"twh","White_Tai","Tai-Kadai","Tai-Kadai","Southeast Asia ","Eurasia",5,0.0148620150522533
"3561",3341,"tnp","Whitesands","Austronesian","Austronesian","Pacific ","Pacific",0,0.0162276186208236
"3562",457,"wic","Wichita","Caddoan","Caddoan","Western North America ","North America",2,0.00987239832400932
"3563",677,"mzh","Wich?","Matacoan",NA,"Patagonia ","South America",0,0.0122840854040404
"3564",3942,"mtp-2","Wich?_Mision la Paz","Matacoan",NA,"Patagonia ","South America",0,0.0122840854040404
"3565",2468,"wih","Wik Me'anha","Pama-Nyungan","Pama-Nyungan","Northern Australia ","Australia",0,0.0161905307575758
"3566",202,"wim","Wik Mungkan","Pama-Nyungan","Pama-Nyungan","Northern Australia ","Australia",0,0.0177524565831391
"3567",203,"wig","Wik Ngathana","Pama-Nyungan","Pama-Nyungan","Northern Australia ","Australia",0,0.0177524565831391
"3568",3632,"win","Winnebago","Siouan","Siouan","Eastern North America ","North America",0,0.00799169152078477
"3569",937,"wit-2","Wintu","Wintuan","Wintuan","California ","North America",0,0.00723793702991453
"3570",204,"wiw","Wirangu","Pama-Nyungan",NA,"Australia ","Australia",0,0.00913967497163947
"3571",2469,"bzr-2","Wiri","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.0118232287762238
"3572",3342,"wiu","Wiru","Trans New Guinea","Wiru","New Guinea Highlands ","Pacific",2,0.0169529563714064
"3573",57,"wiy","Wiyot","Algic","Algic","California ","North America",0,0.00820180974864025
"3574",968,"wog","Wogamusin","Sepik","Sepik","North New Guinea ","Pacific",0,0.0174953291414141
"3575",3344,"woc","Wogeo","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.0173973739607615
"3576",2470,"xxx-4","Woiwurrung","Pama-Nyungan",NA,"Australia ","Australia",0,0.00636266533449883
"3577",3345,"wod","Wolani","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",3,0.0182960252874903
"3578",395,"woe","Woleaian","Austronesian","Austronesian","Pacific ","Pacific",0,0.0193020823543124
"3579",417,"wlo","Wolio","Austronesian","Austronesian","Pacific ","Pacific",0,0.0186075924747475
"3580",836,"wol","Wolof","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",0,0.0155481507731158
"3581",3346,"wmo","Wom","Torricelli","Nuclear_Torricelli","North New Guinea ","Pacific",0,0.0174953291414141
"3582",1035,"xxx-34","Womo","Skou",NA,"North New Guinea ","Pacific",4,0.0175709102758353
"3583",1286,"wbw","Wooi","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.0188861366569542
"3584",228,"unp","Worora","Wororan",NA,"Northern Australia ","Australia",0,0.0174160444347319
"3585",3868,"wsv","Wotapuri","Indo-European","Indo-European","South Asia ","Eurasia",0,0.00676218653302253
"3586",1530,"wtw","Wotu","Austronesian","Austronesian","Pacific ","Pacific",0,0.0183610256682207
"3587",3869,"zyb","Wu-ming","Tai-Kadai","Tai-Kadai","Southeast Asia ","Eurasia",0,0.0154155212027972
"3588",1366,"xxx-35","Wulguru","Pama-Nyungan",NA,"Northern Australia ","Australia",0,0.0117184081777389
"3589",2471,"wlu","Wuliwuli","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00982273159693085
"3590",2472,"wur","Wurrugu","Iwaidjan","Marrku-Wurrugu","Northern Australia ","Australia",0,0.0172577677486402
"3591",3347,"wsi","Wusi","Austronesian","Austronesian","Pacific ","Pacific",0,0.0179532961868687
"3592",1434,"wuh","Wutun","Tibeto-Burman","Sino-Tibetan","Northern Eurasia ","Eurasia",0,0.00520110413620824
"3593",1039,"wut","Wutung","Skou","Sko","North New Guinea ","Pacific",4,0.0184464697552448
"3594",1261,"wuv","Wuvulu","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.0187424530730381
"3595",3349,"axx","Xaragure","Austronesian","Austronesian","Pacific ","Pacific",0,0.0150983943958819
"3596",669,"xav","Xavante","Macro-Je","Nuclear-Macro-Je","Amazon ","South America",0,0.0149864336113054
"3597",4040,"xer","Xer?nte","Macro-Je",NA,"Amazon ","South America",0,0.0152844209609557
"3598",4041,"xet","Xetﬂ","Tupi",NA,"Patagonia ","South America",0,0.0135754966289821
"3599",793,"xho","Xhosa","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",3,0.010833549534188
"3600",721,"kjj","Xinalug","Nakh-Daghestanian","Nakh-Daghestanian","Middle East ","Eurasia",0,0.00703468112956488
"3601",3633,"xin","Xinca","Xinca",NA,"Central America ","North America",0,0.0182607654662005
"3602",4134,"ium-3","Xing'an","Hmong-Mien","Hmong-Mien","Southeast Asia ","Eurasia",6,0.0140292734660062
"3603",4042,"xiy","Xipaya","Tupi","Tupian","Amazon ","South America",0,0.0179785249222999
"3604",4043,"xir","Xiri?na","Arawak",NA,"Amazon ","South America",0,0.0189279115229215
"3605",3870,"xkc","Xo'ini Tati","Indo-European","Indo-European","Middle East ","Eurasia",0,0.00508790435936286
"3606",3702,"xok","Xokleng","Macro-Je","Nuclear-Macro-Je","Patagonia ","South America",0,0.012802716461927
"3607",3871,"khv","Xvarshi","Nakh-Daghestanian","Nakh-Daghestanian","Middle East ","Eurasia",0,0.00654397926787102
"3608",3348,"ane","X?r?c??","Austronesian",NA,"Pacific ","Pacific",2,0.0150983943958819
"3609",2332,"muu","Yaaku","Afro-Asiatic","Afro-Asiatic","Southern Africa ","Africa",0,0.0119878369139472
"3610",3814,"yar","Yabarana","Cariban","Cariban","Amazon ","South America",0,0.0188449867909868
"3611",321,"jae","Yabem","Austronesian","Austronesian","North New Guinea ","Pacific",2,0.0175095402136752
"3612",3350,"ekg-2","Yabi","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",2,0.0187903332362082
"3613",2473,"yxy","YabulaYabula","Pama-Nyungan",NA,"Australia ","Australia",0,0.00624760745532245
"3614",3629,"njo-2","Yacham-Tengsa","Tibeto-Burman","Sino-Tibetan","Southeast Asia ","Eurasia",0,0.0135883932876845
"3615",1103,"ygr-2","Yagaria","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",2,0.0169529563714064
"3616",1223,"yag","Yaghan","Yaghan",NA,"Patagonia ","South America",0,0.00474205262567988
"3617",3872,"yai","Yaghnobi","Indo-European","Indo-European","Northern Eurasia ","Eurasia",0,0.00556702966006216
"3618",924,"yad","Yagua","Yagua","Peba-Yagua","Amazon ","South America",2,0.0179904138986014
"3619",3351,"ygw","Yagwoia","Trans New Guinea","Angan","New Guinea Highlands ","Pacific",2,0.0174866709770785
"3620",3352,"ner","Yahadian","Trans New Guinea","Konda-Yahadian","North New Guinea ","Pacific",0,0.0189964447610723
"3621",2333,"axk","Yaka","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",3,0.0136693664879565
"3622",3353,"yka","Yakan","Austronesian","Austronesian","Pacific ","Pacific",0,0.0190560727059052
"3623",1514,"ybh","Yakkha","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",0,0.0136147084446387
"3624",3354,"bmu-2","Yaknge","Trans New Guinea","Nuclear_Trans_New_Guinea","North New Guinea ","Pacific",0,0.016431737020202
"3625",2334,"yky","Yakoma","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",7,0.0178701448212898
"3626",89,"sah","Yakut","Turkic","Turkic","Northern Eurasia ","Eurasia",0,0.00391900791575369
"3627",2335,"yba","Yala","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",3,0.0165966920299145
"3628",2474,"ylr","Yalarnnga","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00637393585994561
"3629",1132,"kkl","Yale","Trans New Guinea",NA,"New Guinea Highlands ","Pacific",2,0.0177979303535354
"3630",1222,"nce","Yale","Yale",NA,"North New Guinea ","Pacific",2,0.0175709102758353
"3631",1092,"yli","Yali","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",2,0.0177979303535354
"3632",3355,"jmd","Yamdena","Austronesian","Austronesian","Pacific ","Pacific",0,0.0183834713519814
"3633",4044,"yme","Yameo","Yagua","Peba-Yagua","Amazon ","South America",0,0.0179904138986014
"3634",3356,"tao","Yami","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.0182643705283605
"3635",923,"yaa","Yaminahua","Panoan","Pano-Tacanan","Amazon ","South America",0,0.0174648897280497
"3636",1266,"ybi","Yamphu","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",4,0.0136147084446387
"3637",3634,"ynn","Yana","Yana","Yana","California ","North America",0,0.00723793702991453
"3638",3635,"shb-2","Yanam","Yanomami","Yanomamic","Amazon ","South America",0,0.0165718901748252
"3639",3940,"cmn-4","Yancheng","Tibeto-Burman","Sino-Tibetan","Southeast Asia ","Eurasia",5,0.0108356811536519
"3640",2475,"xxx-87","Yanda","Pama-Nyungan",NA,"Australia ","Australia",0,0.00710266141414141
"3641",2476,"ynd","Yandruwandha","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00522452457090132
"3642",205,"kdd","Yankuntjatjara","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00495514860664336
"3643",3636,"wca","Yanomam","Yanomami","Yanomamic","Amazon ","South America",0,0.0184229443609169
"3644",3637,"guu","Yanomami","Yanomami","Yanomamic","Amazon ","South America",0,0.0184173446736597
"3645",206,"jao","Yanyuwa","Pama-Nyungan","Pama-Nyungan","Northern Australia ","Australia",0,0.0109675933455711
"3646",794,"yao","Yao","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",4,0.0117165686495726
"3647",439,"yap","Yap","Austronesian","Austronesian","Pacific ","Pacific",0,0.0194689016996892
"3648",675,"jaq","Yaqay","Marind","Anim","South New Guinea ","Pacific",0,0.0189198293822844
"3649",1179,"yaq","Yaqui_Arizona","Uto-Aztecan","Uto-Aztecan","Western North America ","North America",2,0.0059052675050505
"3650",3638,"mfy","Yaqui_Mayo","Uto-Aztecan","Uto-Aztecan","Central America ","North America",0,0.0128361627303807
